,Category,Partner,Area,Objective,Output,Sector,Implementation,Total,RegionCODE,Area2
10262,Resilience,UNDP,Country Wide,MUN[RES1.1]Non-SW delivery,[RES1.1.5]New Solar Farm,MUNICIPALITY,direct,2500000,1,Country Wide Intervention
10266,Resilience,UNOPS,Country Wide,MUN[RES1.2]SWM,[RES1.2.1]Equipment purchased,MUNICIPALITY,direct,1500000,1,Country Wide Intervention
10273,Resilience,UNICEF,Country Wide,EDU[RES2.1]Teacher Training JOR,[RES2.1.4]Community Training,EDUCATION,indirect,2742012,1,Country Wide Intervention
10275,Resilience,UNOPS,Country Wide,MUN[RES1.2]SWM,[RES1.2.2]Capacity building progs.,MUNICIPALITY,direct,175000,1,Country Wide Intervention
10280,Resilience,UNDP,Country Wide,FOOD/LIV[2.2]Perm. Emplymt for JOR,[RES2.2.3]Capacity fo Voc. Training Providers,FOOD/LIVELIHOOD,direct,428190,1,Country Wide Intervention
10283,Resilience,ILO,Country Wide,FOOD/LIV[2.3]Labor Market Governance,[RES2.3.1]MoL capacity improved,FOOD/LIVELIHOOD,direct,6.00E+05,1,Country Wide Intervention
10287,Resilience,UNDP,Country Wide,FOOD/LIV[2.3]Labor Market Governance,[RES2.3.1]MoL capacity improved,FOOD/LIVELIHOOD,direct,1.00E+06,1,Country Wide Intervention
10292,Resilience,ILO,Country Wide,FOOD/LIV[2.3]Labor Market Governance,[RES2.3.2]Formalize Informal sector,FOOD/LIVELIHOOD,direct,2.00E+06,1,Country Wide Intervention
10296,Resilience,UNDP,Country Wide,FOOD/LIV[2.3]Labor Market Governance,[RES2.3.2]Formalize Informal sector,FOOD/LIVELIHOOD,direct,6.00E+05,1,Country Wide Intervention
10298,Resilience,ILO,Country Wide,FOOD/LIV[2.3]Labor Market Governance,[RES2.3.3]MoL Info Mngt system,FOOD/LIVELIHOOD,direct,6.00E+05,1,Country Wide Intervention
10307,Resilience,UNHABITAT,Country Wide,SHLT[RES2.4]Affordable Housing,[RES2.4.1]Outreach hubs,SHELTER,direct,276979.165,1,Country Wide Intervention
10311,Resilience,UNHABITAT,Country Wide,MUN[RES2.1]Urban Service Delivery,[RES2.1.3]Improv. Capacity of Mun,MUNICIPALITY,,132000,1,Country Wide Intervention
10313,Resilience,UNDP,Country Wide,MUN[RES2.2]LDU linkages,[RES2.2.1]Gov. Dvpt Plans updated,MUNICIPALITY,direct,1420000,1,Country Wide Intervention
10316,Resilience,UNOPS,Country Wide,ENG[RES1.2]RE&EE Solutions,[RES1.2.3]Solar Water heaters,ENERGY,direct,2.00E+06,1,Country Wide Intervention
10318,Resilience,UNDP,Country Wide,ENV[RES1.1]Rehab Ecosystems,[RES1.1.1]Study on Ecosystems,ENVIRONMENT,direct,4.00E+05,1,Country Wide Intervention
10319,Resilience,UNDP,Country Wide,MUN[RES2.2]LDU linkages,[RES2.2.3]Mun LDU staff trained,MUNICIPALITY,direct,1564200,1,Country Wide Intervention
10320,Resilience,WFP,Country Wide,FOOD/LIV[2.1]Short-Term Emplymt for JOR,[RES2.1.3]Short-Term Emplymt  for JOR,FOOD/LIVELIHOOD,indirect,5022889,1,Country Wide Intervention
10325,Resilience,UNDP,Country Wide,MUN[RES3.1]Local Public Sector Services,[RES3.1.1]Review LG response,MUNICIPALITY,direct,850000,1,Country Wide Intervention
10328,Resilience,UNDP,Country Wide,MUN[RES3.1]Local Public Sector Services,[RES3.1.2]Assmt. Urban Planning,MUNICIPALITY,direct,1.00E+05,1,Country Wide Intervention
10335,Resilience,UNDP,Country Wide,MUN[RES3.1]Local Public Sector Services,[RES3.1.4]Legal Frmwk for investment,MUNICIPALITY,direct,2.00E+05,1,Country Wide Intervention
10340,Resilience,UNDP,Country Wide,MUN[RES3.2]Mun. Systems,[RES3.2.1]Capacity Assessments,MUNICIPALITY,direct,8.00E+05,1,Country Wide Intervention
10342,Resilience,UNDP,Country Wide,MUN[RES3.2]Mun. Systems,[RES3.2.2]Computerized mngt sys.,MUNICIPALITY,direct,3700000,1,Country Wide Intervention
10345,Resilience,UNDP,Country Wide,MUN[RES3.2]Mun. Systems,[RES3.2.3]Property Tax colleciton,MUNICIPALITY,direct,2.00E+05,1,Country Wide Intervention
10349,Resilience,UNOPS,Country Wide,TRAN[1.5]Mass Transit,[RES1.5.1]Feasibility Assessment,TRANSPORT,direct,8.00E+05,1,Country Wide Intervention
10352,Resilience,UNDP,Country Wide,MUN[RES3.2]Mun. Systems,[RES3.2.4]CCGPs,MUNICIPALITY,direct,125000,1,Country Wide Intervention
10357,Resilience,UNDP,Country Wide,FOOD/LIV[2.4]MSMEs for JOR,[RES2.4.2]MSME developmt support,FOOD/LIVELIHOOD,direct,3065852,1,Country Wide Intervention
10359,Resilience,UNHABITAT,Country Wide,MUN[RES3.3]Urban Financing,[RES3.3.2]Trainings on credit rating methodol,MUNICIPALITY,direct,353662,1,Country Wide Intervention
10364,Resilience,UNICEF,Country Wide,EDU[RES3.2]Formal Educ. for JOR,[RES3.2.1]Constr. Schools,EDUCATION,indirect,713286,1,Country Wide Intervention
10367,Resilience,WVI,Country Wide,EDU[RES3.2]Formal Educ. for JOR,[RES3.2.2]WASH in Schools,EDUCATION,direct,212799.26,1,Country Wide Intervention
10371,Resilience,UNWOMEN,Country Wide,PROT[RES1.1]SGBV for JOR,[RES1.1.1]Community engagement for JOR,PROTECTION,direct,150000,1,Country Wide Intervention
10375,Resilience,RI,Country Wide,FOOD/LIV[2.4]MSMEs for JOR,[RES2.4.2]MSME developmt support,FOOD/LIVELIHOOD,direct,2.00E+05,1,Country Wide Intervention
10379,Resilience,UNICEF,Country Wide,EDU[RES3.2]Formal Educ. for JOR,"[RES3.2.3]Playground, Libraries etc",EDUCATION,indirect,0,1,Country Wide Intervention
10383,Resilience,RI,Country Wide,EDU[RES3.3]Alternt Edc for JOR,[RES3.3.1]Non-Formal Educ,EDUCATION,direct,1500000,1,Country Wide Intervention
10387,Resilience,Questcope,Country Wide,EDU[RES3.3]Alternt Edc for JOR,[RES3.3.1]Non-Formal Educ,EDUCATION,direct,375000,1,Country Wide Intervention
10391,Resilience,Questcope,Country Wide,EDU[RES3.3]Alternt Edc for JOR,[RES3.3.1]Non-Formal Educ,EDUCATION,direct,2457304,1,Country Wide Intervention
10395,Resilience,UNOPS,Country Wide,ENG[RES1.1]Energy Efficiency,[RES1.1.1]Apppliances promoted,ENERGY,direct,3.00E+06,1,Country Wide Intervention
10399,Resilience,UNDP,Country Wide,ENG[RES1.1]Energy Efficiency,[RES1.1.1]Apppliances promoted,ENERGY,direct,5.00E+06,1,Country Wide Intervention
10402,Resilience,UNOPS,Country Wide,ENG[RES1.1]Energy Efficiency,[RES1.1.2]Thermal Insulation,ENERGY,direct,450000,1,Country Wide Intervention
10405,Resilience,UNDP,Country Wide,ENG[RES1.1]Energy Efficiency,[RES1.1.2]Thermal Insulation,ENERGY,direct,750000,1,Country Wide Intervention
10408,Resilience,UNOPS,Country Wide,ENG[RES1.1]Energy Efficiency,[RES1.1.3]Awarenesss events,ENERGY,direct,350000,1,Country Wide Intervention
10409,Resilience,UNDP,Country Wide,ENG[RES1.1]Energy Efficiency,[RES1.1.3]Awarenesss events,ENERGY,direct,170000,1,Country Wide Intervention
10412,Resilience,UNDP,Country Wide,ENG[RES1.2]RE&EE Solutions,[RES1.2.1]LED Lights,ENERGY,direct,3.00E+06,1,Country Wide Intervention
10415,Resilience,UNOPS,Country Wide,ENG[RES1.2]RE&EE Solutions,[RES1.2.1]LED Lights,ENERGY,direct,2.00E+06,1,Country Wide Intervention
10417,Resilience,UNDP,Country Wide,FOOD/LIV[2.5]LED and PPPs,[RES2.5.4]Coops and Associations supported,FOOD/LIVELIHOOD,direct,618260,1,Country Wide Intervention
10420,Resilience,UNOPS,Country Wide,ENG[RES1.2]RE&EE Solutions,[RES1.2.2]PV panel systems,ENERGY,direct,3.00E+06,1,Country Wide Intervention
10421,Resilience,WVI,Country Wide,FOOD/LIV[2.5]LED and PPPs,[RES2.5.4]Coops and Associations supported,FOOD/LIVELIHOOD,direct,48820,1,Country Wide Intervention
10424,Resilience,UNHABITAT,Country Wide,MUN[RES2.1]Urban Service Delivery,[RES2.1.2]Rapid city profiles,MUNICIPALITY,direct,1333756,1,Country Wide Intervention
10425,Resilience,UNDP,Country Wide,ENG[RES1.2]RE&EE Solutions,[RES1.2.2]PV panel systems,ENERGY,direct,5.00E+06,1,Country Wide Intervention
10428,Resilience,FAO,Country Wide,FOOD/LIV[3.1]Farm Households,[RES3.1.1]New technologies,FOOD/LIVELIHOOD,indirect,1.00E+06,1,Country Wide Intervention
10432,Resilience,UNDP,Country Wide,ENG[RES1.2]RE&EE Solutions,[RES1.2.3]Solar Water heaters,ENERGY,direct,5.00E+06,1,Country Wide Intervention
10434,Resilience,FAO,Country Wide,FOOD/LIV[3.1]Farm Households,[RES3.1.2]Increase Capacity,FOOD/LIVELIHOOD,indirect,1.00E+06,1,Country Wide Intervention
10438,Resilience,UNHABITAT,Country Wide,SHLT[RES2.4]Affordable Housing,[RES2.4.4]Technical support to Municp.,SHELTER,direct,200979.165,1,Country Wide Intervention
10442,Resilience,UNDP,Country Wide,ENV[RES1.1]Rehab Ecosystems,[RES1.1.2]Rehab plans developed,ENVIRONMENT,direct,0,1,Country Wide Intervention
10445,Resilience,UNDP,Country Wide,ENV[RES1.1]Rehab Ecosystems,[RES1.1.3]Capacities enhanced,ENVIRONMENT,direct,1.00E+05,1,Country Wide Intervention
10448,Resilience,UNDP,Country Wide,ENV[RES1.1]Rehab Ecosystems,[RES1.1.4]Awareness programmes,ENVIRONMENT,direct,1.00E+05,1,Country Wide Intervention
10450,Resilience,UNDP,Country Wide,ENV[RES1.2]Sust. Livelihoods,[RES1.2.1]Feasibility Assessment,ENVIRONMENT,direct,250000,1,Country Wide Intervention
10452,Resilience,UNDP,Country Wide,MUN[RES3.1]Local Public Sector Services,[RES3.1.3]SOPs for core functions,MUNICIPALITY,direct,151300,1,Country Wide Intervention
10453,Resilience,UNHABITAT,Country Wide,SHLT[RES3.1]Housing Framework,[RES3.1.3]Policy Reforms,SHELTER,direct,45000,1,Country Wide Intervention
10454,Resilience,UNDP,Country Wide,ENV[RES1.2]Sust. Livelihoods,[RES1.2.2]Capacity of CBOs enhanced,ENVIRONMENT,direct,785000,1,Country Wide Intervention
10457,Resilience,UNDP,Country Wide,ENV[RES2.1]Medical Waste,[RES2.1.1]MW practices assessed,ENVIRONMENT,direct,250000,1,Country Wide Intervention
10460,Resilience,UNDP,Country Wide,ENV[RES2.1]Medical Waste,[RES2.1.2]MW Capacity improved,ENVIRONMENT,direct,50000,1,Country Wide Intervention
10463,Resilience,UNDP,Country Wide,ENV[RES2.1]Medical Waste,[RES2.1.3]Local MW mngt plans,ENVIRONMENT,direct,50000,1,Country Wide Intervention
10465,Resilience,UNDP,Country Wide,ENV[RES2.2]Swaqa Dumping Site,[RES2.2.1]Master upgrading plan,ENVIRONMENT,direct,2.00E+05,1,Country Wide Intervention
10469,Resilience,UNDP,Country Wide,ENV[RES2.2]Swaqa Dumping Site,[RES2.2.2]Mech.for cleaning up site,ENVIRONMENT,direct,0,1,Country Wide Intervention
10472,Resilience,UNDP,Country Wide,ENV[RES3.1]Air Quality,[RES3.1.1]Monitoring Network,ENVIRONMENT,direct,50000,1,Country Wide Intervention
10475,Resilience,UNDP,Country Wide,ENV[RES3.1]Air Quality,[RES3.1.2]Assessment of Emitters,ENVIRONMENT,direct,250000,1,Country Wide Intervention
10478,Resilience,UNDP,Country Wide,ENV[RES3.1]Air Quality,[RES3.1.3]Cleaner Prod. Approaches,ENVIRONMENT,direct,0,1,Country Wide Intervention
10481,Resilience,WVI,Country Wide,ENV[RES4.1]JRP X-cutting,[RES4.1.1]Mainstream ENV in JRP projects,ENVIRONMENT,direct,212799.26,1,Country Wide Intervention
10484,Resilience,UNDP,Country Wide,ENV[RES4.1]JRP X-cutting,[RES4.1.1]Mainstream ENV in JRP projects,ENVIRONMENT,direct,1.00E+05,1,Country Wide Intervention
10487,Resilience,UNDP,Country Wide,ENV[RES4.1]JRP X-cutting,[RES4.1.2]EIA procedures,ENVIRONMENT,direct,1.00E+05,1,Country Wide Intervention
10490,Resilience,FAO,Country Wide,FOOD/LIV[1.3]Agric/Liv/FS programming,[RES1.3.1]Agr/Liv/Nat Resource programming im,FOOD/LIVELIHOOD,indirect,6.00E+05,1,Country Wide Intervention
10492,Resilience,FAO,Country Wide,FOOD/LIV[1.3]Agric/Liv/FS programming,[RES1.3.2]DoS FS monitoring system,FOOD/LIVELIHOOD,indirect,1.00E+05,1,Country Wide Intervention
10494,Resilience,FAO,Country Wide,FOOD/LIV[1.3]Agric/Liv/FS programming,[RES1.3.3]FS Strategy,FOOD/LIVELIHOOD,indirect,1.00E+05,1,Country Wide Intervention
10496,Resilience,RI,Country Wide,FOOD/LIV[2.1]Short-Term Emplymt for JOR,[RES2.1.1]Cash for Work for JOR,FOOD/LIVELIHOOD,direct,3.00E+05,1,Country Wide Intervention
10499,Resilience,UNDP,Country Wide,FOOD/LIV[2.1]Short-Term Emplymt for JOR,[RES2.1.1]Cash for Work for JOR,FOOD/LIVELIHOOD,direct,1524721,1,Country Wide Intervention
10503,Resilience,UNFPA,Country Wide,HLTH[RES4.1]Nat.Health System Capacity,[RES4.1.3]Medical Equip/Supplies,HEALTH,indirect,2500000,1,Country Wide Intervention
10504,Resilience,UNICEF,Country Wide,HLTH[RES4.1]Nat.Health System Capacity,[RES4.1.3]Medical Equip/Supplies,HEALTH,indirect,933000,1,Country Wide Intervention
10506,Resilience,WHO,Country Wide,HLTH[RES4.1]Nat.Health System Capacity,[RES4.1.4]HIS upgraded,HEALTH,direct,5.00E+05,1,Country Wide Intervention
10508,Resilience,UNFPA,Country Wide,HLTH[RES4.1]Nat.Health System Capacity,[RES4.1.4]HIS upgraded,HEALTH,indirect,1.00E+05,1,Country Wide Intervention
10510,Resilience,UNICEF,Country Wide,HLTH[RES4.1]Nat.Health System Capacity,[RES4.1.4]HIS upgraded,HEALTH,indirect,2007000,1,Country Wide Intervention
10512,Resilience,UNDP,Country Wide,MUN[RES1.2]SWM,[RES1.2.1]Equipment purchased,MUNICIPALITY,direct,28500,1,Country Wide Intervention
10515,Resilience,UNDP,Country Wide,JUS[RES2.1]Efficiency of Justice services,[RES2.1.1]Capacity of MoJ/Courts,JUSTICE,direct,6.00E+06,1,Country Wide Intervention
10518,Resilience,UNDP,Country Wide,JUS[RES2.1]Efficiency of Justice services,[RES2.1.2]Capaciy of Supreme/Sharia courts,JUSTICE,direct,5.00E+05,1,Country Wide Intervention
10524,Resilience,UNICEF,Country Wide,JUS[RES2.1]Efficiency of Justice services,[RES2.1.2]Capaciy of Supreme/Sharia courts,JUSTICE,indirect,50000,1,Country Wide Intervention
10529,Resilience,UNDP,Country Wide,FOOD/LIV[2.1]Short-Term Emplymt for JOR,[RES2.1.2]Skills Training for JOR,FOOD/LIVELIHOOD,direct,1662234,1,Country Wide Intervention
10532,Resilience,UNDP,Country Wide,JUS[RES2.1]Efficiency of Justice services,[RES2.1.3]Capacity of Judicial Council,JUSTICE,direct,3.00E+05,1,Country Wide Intervention
10533,Resilience,UNDP,Country Wide,MUN[RES1.2]SWM,[RES1.2.4]Waster segregation pilots,MUNICIPALITY,direct,7.00E+05,1,Country Wide Intervention
10537,Resilience,UNDP,Country Wide,JUS[RES2.1]Efficiency of Justice services,[RES2.1.4]Enhanced info exchange,JUSTICE,direct,2.00E+05,1,Country Wide Intervention
10541,Resilience,UNHABITAT,Country Wide,MUN[RES2.1]Urban Service Delivery,[RES2.1.1]Urban information,MUNICIPALITY,direct,316000,1,Country Wide Intervention
10547,Resilience,UNDP,Country Wide,FOOD/LIV[2.4]MSMEs for JOR,[RES2.4.1]Microbusiness start up,FOOD/LIVELIHOOD,direct,9131635,1,Country Wide Intervention
10548,Resilience,UNDP,Country Wide,JUS[RES2.1]Efficiency of Justice services,[RES2.1.5]ADR services,JUSTICE,direct,2.00E+05,1,Country Wide Intervention
10551,Resilience,RI,Country Wide,FOOD/LIV[2.1]Short-Term Emplymt for JOR,[RES2.1.2]Skills Training for JOR,FOOD/LIVELIHOOD,direct,2.00E+05,1,Country Wide Intervention
10559,Resilience,FAO,Country Wide,FOOD/LIV[3.2]TAD,[RES3.2.1]TAD surveillance,FOOD/LIVELIHOOD,indirect,5.00E+05,1,Country Wide Intervention
10562,Resilience,UNHABITAT,Country Wide,SHLT[RES2.4]Affordable Housing,[RES2.4.5]Nat. Housing entity,SHELTER,direct,332000,1,Country Wide Intervention
10567,Resilience,UNHABITAT,Country Wide,SHLT[RES3.1]Housing Framework,[RES3.1.1]Assessment,SHELTER,direct,1.00E+05,1,Country Wide Intervention
10572,Resilience,UNDP,Country Wide,FOOD/LIV[2.1]Short-Term Emplymt for JOR,[RES2.1.3]Short-Term Emplymt  for JOR,FOOD/LIVELIHOOD,direct,5681271,1,Country Wide Intervention
10577,Resilience,UNHABITAT,Country Wide,SHLT[RES3.1]Housing Framework,[RES3.1.4]HUDC fulfils mandate,SHELTER,direct,150000,1,Country Wide Intervention
10580,Resilience,UNOPS,Country Wide,TRAN[1.1]Assessment,[RES1.1.1]Needs Assessment,TRANSPORT,direct,5.00E+05,1,Country Wide Intervention
10583,Resilience,UNOPS,Country Wide,TRAN[1.3]Transpt Capacity in North,[RES1.3.1]MoT Transport Fleet,TRANSPORT,direct,2.00E+06,1,Country Wide Intervention
10586,Resilience,UNOPS,Country Wide,TRAN[1.3]Transpt Capacity in North,[RES1.3.2]Buses Depot,TRANSPORT,direct,3.00E+05,1,Country Wide Intervention
10589,Resilience,UNDP,Country Wide,JUS[RES2.2]Improved access to legal services,[RES2.2.3]Legal Awareness,JUSTICE,direct,2.00E+05,1,Country Wide Intervention
10590,Resilience,IOM,Country Wide,HLTH[RES1.1]Primary Health Care,[RES1.1.2]EPIs,HEALTH,direct,650000,1,Country Wide Intervention
10596,Resilience,UNDP,Country Wide,MUN[RES1.1]Non-SW delivery,[RES1.1.1]Roads maintained,MUNICIPALITY,direct,4900000,1,Country Wide Intervention
10599,Resilience,UNOPS,Country Wide,MUN[RES1.1]Non-SW delivery,[RES1.1.1]Roads maintained,MUNICIPALITY,direct,4900000,1,Country Wide Intervention
10601,Resilience,UNDP,Country Wide,PROT[RES1.3]Reduce Social Tensions JOR,[RES1.3.3]Youth Civic Engagement,PROTECTION,direct,6205291,1,Country Wide Intervention
10608,Resilience,UNHABITAT,Country Wide,MUN[RES3.3]Urban Financing,[RES3.3.4]Local investment plans / PPP,MUNICIPALITY,direct,126161.6,1,Country Wide Intervention
10610,Resilience,WFP,Country Wide,FOOD/LIV[2.2]Perm. Emplymt for JOR,[RES2.2.2]Job Matching/Career Guidance,FOOD/LIVELIHOOD,indirect,2678875,1,Country Wide Intervention
10615,Resilience,RI,Country Wide,FOOD/LIV[2.2]Perm. Emplymt for JOR,[RES2.2.2]Job Matching/Career Guidance,FOOD/LIVELIHOOD,direct,2.00E+05,1,Country Wide Intervention
10622,Resilience,UNDP,Country Wide,FOOD/LIV[2.4]MSMEs for JOR,[RES2.4.3]MSME Coordination,FOOD/LIVELIHOOD,direct,375308,1,Country Wide Intervention
10623,Resilience,WHO,Country Wide,HLTH[RES4.1]Nat.Health System Capacity,[RES4.1.2]Human resources strengthened,HEALTH,direct,150000,1,Country Wide Intervention
10625,Resilience,UNWOMEN,Country Wide,PROT[RES1.3]Reduce Social Tensions JOR,[RES1.3.3]Youth Civic Engagement,PROTECTION,direct,3.00E+05,1,Country Wide Intervention
10632,Resilience,UNDP,Country Wide,FOOD/LIV[2.5]LED and PPPs,[RES2.5.1]LED implement  LDPs,FOOD/LIVELIHOOD,direct,366869,1,Country Wide Intervention
10633,Resilience,UNWOMEN,Country Wide,PROT[RES1.1]SGBV for JOR,[RES1.1.2]Multi-sector for JOR,PROTECTION,direct,2.00E+05,1,Country Wide Intervention
10635,Resilience,UNDP,Country Wide,FOOD/LIV[2.2]Perm. Emplymt for JOR,[RES2.2.2]Job Matching/Career Guidance,FOOD/LIVELIHOOD,direct,5421717,1,Country Wide Intervention
10636,Resilience,UNDP,Country Wide,MUN[RES1.2]SWM,[RES1.2.2]Capacity building progs.,MUNICIPALITY,direct,175000,1,Country Wide Intervention
10639,Resilience,UNICEF,Country Wide,PROT[RES1.3]Reduce Social Tensions JOR,[RES1.3.3]Govt Capacity,PROTECTION,,4.00E+05,1,Country Wide Intervention
10644,Resilience,UNOPS,Country Wide,MUN[RES1.2]SWM,[RES1.2.3]SW treatment cells,MUNICIPALITY,direct,13500000,1,Country Wide Intervention
10650,Resilience,UNDP,Country Wide,MUN[RES1.2]SWM,[RES1.2.3]SW treatment cells,MUNICIPALITY,direct,1.50E+07,1,Country Wide Intervention
10654,Resilience,UNFPA,Country Wide,PROT[RES1.1]SGBV for JOR,[RES1.1.2]Multi-sector for JOR,PROTECTION,indirect,550000,1,Country Wide Intervention
10657,Resilience,WVI,Country Wide,PROT[RES1.3]Reduce Social Tensions JOR,[RES1.3.3]Govt Capacity,PROTECTION,,48820,1,Country Wide Intervention
10665,Resilience,UNDP,Country Wide,PROT[RES1.4]Soc Prot Services JOR,[RES1.4.4]Persons with Disabilities,PROTECTION,direct,1204087,1,Country Wide Intervention
10669,Resilience,UNHABITAT,Country Wide,MUN[RES2.1]Urban Service Delivery,[RES2.1.3]Comm Infrast Services,MUNICIPALITY,direct,4.00E+05,1,Country Wide Intervention
10672,Resilience,UNFPA,Country Wide,PROT[RES1.1]SGBV for JOR,[RES1.1.3]Capacity of Service Providers,PROTECTION,indirect,795000,1,Country Wide Intervention
10673,Resilience,UNHABITAT,Country Wide,SHLT[RES2.4]Affordable Housing,[RES2.4.2]Info/Outreach strategy,SHELTER,direct,134679.165,1,Country Wide Intervention
10677,Resilience,UNHABITAT,Country Wide,SHLT[RES2.4]Affordable Housing,[RES2.4.3]Affordable Housing units,SHELTER,direct,549958,1,Country Wide Intervention
10678,Resilience,UNHABITAT,Country Wide,MUN[RES3.3]Urban Financing,[RES3.3.1]Awarenesss and outreach teams,MUNICIPALITY,direct,161160,1,Country Wide Intervention
10681,Resilience,UNICEF,Country Wide,PROT[RES1.1]SGBV for JOR,[RES1.1.3]Capacity of Service Providers,PROTECTION,indirect,1.00E+05,1,Country Wide Intervention
10682,Resilience,FAO,Country Wide,FOOD/LIV[3.2]TAD,[RES3.2.2]Animal Health,FOOD/LIVELIHOOD,indirect,1.00E+06,1,Country Wide Intervention
10686,Resilience,UNDP,Country Wide,MUN[RES2.2]LDU linkages,[RES2.2.4]Vert/Horiz Accountability,MUNICIPALITY,direct,347000,1,Country Wide Intervention
10690,Resilience,FAO,Country Wide,FOOD/LIV[3.3]Agric Tech,[RES3.3.2]Increase capacity of MoA,FOOD/LIVELIHOOD,indirect,5.00E+05,1,Country Wide Intervention
10691,Resilience,UNHABITAT,Country Wide,SHLT[RES3.1]Housing Framework,[RES3.1.2]Nat Housing Strategy,SHELTER,direct,0,1,Country Wide Intervention
10699,Resilience,FAO,Country Wide,FOOD/LIV[3.4]Restoring Pastoral Liv.,[RES3.4.1]Harvesting/Range Mngt,FOOD/LIVELIHOOD,indirect,3.00E+05,1,Country Wide Intervention
10701,Resilience,UNDP,Country Wide,FOOD/LIV[3.4]Restoring Pastoral Liv.,[RES3.4.2]Increased animal wealth,FOOD/LIVELIHOOD,direct,150000,1,Country Wide Intervention
10703,Resilience,FAO,Country Wide,FOOD/LIV[3.4]Restoring Pastoral Liv.,[RES3.4.2]Increased animal wealth,FOOD/LIVELIHOOD,indirect,3.00E+05,1,Country Wide Intervention
10706,Resilience,WHO,Country Wide,HLTH[RES1.1]Primary Health Care,[RES1.1.1]NCDs,HEALTH,direct,5.00E+05,1,Country Wide Intervention
10707,Resilience,UNICEF,Country Wide,HLTH[RES1.1]Primary Health Care,[RES1.1.2]EPIs,HEALTH,indirect,865000,1,Country Wide Intervention
10710,Resilience,UNOPS,Country Wide,TRAN[1.4]Transpt Capacity in North,[RES1.4.1]Passenger Terminals,TRANSPORT,direct,5.00E+06,1,Country Wide Intervention
10711,Resilience,UNDP,Country Wide,PROT[RES1.4]Soc Prot Services JOR,[RES1.4.5]Addiction Rehab.,PROTECTION,direct,3700000,1,Country Wide Intervention
10713,Resilience,UNDP,Country Wide,PROT[RES1.3]Reduce Social Tensions JOR,[RES1.3.1]Community Multisector Prot,PROTECTION,direct,650000,1,Country Wide Intervention
10714,Resilience,IOM,Country Wide,HLTH[RES1.1]Primary Health Care,[RES1.1.3]Comm diseases,HEALTH,direct,312500,1,Country Wide Intervention
10716,Resilience,WHO,Country Wide,HLTH[RES1.1]Primary Health Care,[RES1.1.3]Comm diseases,HEALTH,direct,25000,1,Country Wide Intervention
10723,Resilience,UNICEF,Country Wide,HLTH[RES1.1]Primary Health Care,[RES1.1.4]Reprod. Health,HEALTH,,150000,1,Country Wide Intervention
10726,Resilience,UNHABITAT,Country Wide,MUN[RES3.3]Urban Financing,[RES3.3.3]ICT integrated finanical systems,MUNICIPALITY,direct,1126162,1,Country Wide Intervention
10727,Resilience,WHO,Country Wide,HLTH[RES1.1]Primary Health Care,[RES1.1.5]Mental Health,HEALTH,direct,1.00E+05,1,Country Wide Intervention
10729,Resilience,UNICEF,Country Wide,HLTH[RES1.1]Primary Health Care,[RES1.1.5]Mental Health,HEALTH,indirect,142000,1,Country Wide Intervention
10732,Resilience,UNICEF,Country Wide,HLTH[RES2.1]2ndary / Tertiary,[RES2.1.5]Comprehensive Women,HEALTH,indirect,385000,1,Country Wide Intervention
10734,Resilience,MercyCorps,Country Wide,WASH[RES1.1]Rehab Wells,[RES1.1.1]Rehab Existing wells,WASH,Direct,2.00E+06,1,Country Wide Intervention
10735,Resilience,UNICEF,Country Wide,PROT[RES1.2]Child Protection for JOR,[RES1.2.2]Legal & Policy Framework,PROTECTION,indirect,250000,1,Country Wide Intervention
10739,Resilience,WHO,Country Wide,HLTH[RES3.1]Community Interventions,[RES3.1.2]Comm Rehab services,HEALTH,direct,75000,1,Country Wide Intervention
10742,Resilience,WHO,Country Wide,HLTH[RES3.1]Community Interventions,[RES3.1.3]Comm Services Elderly,HEALTH,direct,15000,1,Country Wide Intervention
10746,Resilience,UNDP,Country Wide,FOOD/LIV[2.5]LED and PPPs,[RES2.5.2]Value Chain developed,FOOD/LIVELIHOOD,direct,618260,1,Country Wide Intervention
10754,Resilience,UNDP,Country Wide,FOOD/LIV[3.1]Farm Households,[RES3.1.2]Increase Capacity,FOOD/LIVELIHOOD,direct,5.00E+05,1,Country Wide Intervention
10761,Resilience,UNFPA,Country Wide,HLTH[RES1.1]Primary Health Care,[RES1.1.4]Reprod. Health,HEALTH,indirect,1200000,1,Country Wide Intervention
10768,Resilience,RI,Country Wide,FOOD/LIV[2.5]LED and PPPs,[RES2.5.3]Socio-Econ Infrastructure,FOOD/LIVELIHOOD,direct,2.00E+05,1,Country Wide Intervention
10773,Resilience,UNDP,Country Wide,FOOD/LIV[2.5]LED and PPPs,[RES2.5.3]Socio-Econ Infrastructure,FOOD/LIVELIHOOD,direct,5.00E+05,1,Country Wide Intervention
10775,Resilience,UNFPA,Country Wide,HLTH[RES2.1]2ndary / Tertiary,[RES2.1.5]Comprehensive Women,HEALTH,indirect,1500000,1,Country Wide Intervention
10777,Resilience,UNDP,Country Wide,FOOD/LIV[3.4]Restoring Pastoral Liv.,[RES3.4.1]Harvesting/Range Mngt,FOOD/LIVELIHOOD,direct,150000,1,Country Wide Intervention
10783,Resilience,UNDP,Country Wide,PROT[RES1.4]Soc Prot Services JOR,[RES1.4.1]Services for Elderly,PROTECTION,direct,1.00E+06,1,Country Wide Intervention
