"Governorate","sector","activity","Partner","Area","Refugee.Camps","Start","End","Total","costunit","gender","target","Objective","Sector","Category","Output","RegionCODE","Area2"
"Zarqa","WASH[2]Access to Sanitation","[REF2.1]San/Waste Water Collection","OXFAM","Zarqa Governorate",,"2015-01-01","2015-12-31",586666,"c- 100-249$","1-All","Host, Urban & Rural","Access to Sanitation","WASH","Refugee","San/Waste Water Collection","1712","ZARQA"
"Zarqa","WASH[1]Access to Safe Water","[REF1.3]Water in School/Clinics","WVI","Zarqa Governorate",,"2015-05-01","2015-12-31",3e+05,"a- 0-49$","6-Minor only","Host, Urban & Rural","Access to Safe Water","WASH","Refugee","Water in School/Clinics","1712","ZARQA"
"Zarqa","BASIC NEEDS[1]Basic HH Needs are met","[REF1.2]Provision of NFIs/Vouchers for Replen.(Camps)","NRC","Azraq Camp","Azraq","2015-01-01","2015-12-31",3e+06,"b- 50-99$","1-All","Camp only","Basic HH Needs are met","BASIC NEEDS","Refugee","Provision of NFIs/Vouchers for Replen.(Cam","2","Azraq"
"Zarqa","BASIC NEEDS[1]Basic HH Needs are met","[REF1.1]Provision of NFIs/Vouchers (Camp)","UNHCR","Azraq Camp","Azraq","2015-01-01","2015-12-31",9203446,"c- 100-249$","1-All","Camp only","Basic HH Needs are met","BASIC NEEDS","Refugee","Provision of NFIs/Vouchers (Camp)","2","Azraq"
"Zarqa","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","ActionAid","Zarqa City",,"2015-01-01","2015-12-31",150000,"d- 250-499$","7-Adult","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1712","ZARQA"
"Zarqa","PROT[3]SGBV Prevention & Response","[REF3.1]Community Prevention initiatives","OXFAM","Zarqa Governorate",,"2015-01-01","2015-12-31",21000,"a- 0-49$","7-Adult","Host, Urban & Rural","SGBV Prevention & Response","PROTECTION","Refugee","Community Prevention initiatives","1712","ZARQA"
"Zarqa","PROT[4]Child Protection","[REF4.3]Community Mechanisms Strength/d","SCI","Zarqa Governorate",,"2014-04-01","2015-12-31",8080,"a- 0-49$","7-Adult","Host, Urban & Rural","Child Protection","PROTECTION","Refugee","Community Mechanisms Strength/d","1712","ZARQA"
"Zarqa","PROT[3]SGBV Prevention & Response","[REF3.4]PSEA Risk Mitigation","ActionAid","Zarqa City",,"2015-04-01","2015-12-31",5000,"No Unit cost","2-No reported target","No reported target","SGBV Prevention & Response","PROTECTION","Refugee","PSEA Risk Mitigation","1712","ZARQA"
"Zarqa","WASH[3]Hygiene promotion","[REF3.2]School/Clinic Hygiene Promt.","RI","Zarqa City",,"2015-01-01","2015-12-31",50000,"a- 0-49$","1-All","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","School/Clinic Hygiene Promt.","1712","ZARQA"
"Zarqa","WASH[3]Hygiene promotion","[REF3.1]Refugee Hygiene Promotion","OXFAM","Zarqa Governorate",,"2015-01-01","2015-12-31",762712,"a- 0-49$","1-All","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","Refugee Hygiene Promotion","1712","ZARQA"
"Zarqa","HLTH[3]Integrated Community Interventions","[REF3.4]Mat/Child (incl. neonatal) Health mngt ","MEDAIR","Zarqa Governorate",,"2015-01-01","2015-12-31",5525,"a- 0-49$","3-Mix","Host, Urban & Rural","Integrated Community Interventions","HEALTH","Refugee","Mat/Child (incl. neonatal) Health mngt ","1712","ZARQA"
"Zarqa","BASIC NEEDS[1]Basic HH Needs are met","[REF1.3]Cash,Vouchers for most vuln.","HI","Zarqa Governorate",,"2014-09-01","2015-03-31",141000,"d- 250-499$","1-All","Urban & Rural only","Basic HH Needs are met","BASIC NEEDS","Refugee","Cash,Vouchers for most vuln.","1712","ZARQA"
"Zarqa","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","SCI","Zarqa Governorate",,"2014-07-01","2015-06-30",165000,"f- >2000$","6-Minor only","Host only","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1712","ZARQA"
"Zarqa","WASH[3]Hygiene promotion","[REF3.1]Refugee Hygiene Promotion","UNICEF","Azraq Camp","Azraq","2015-01-01","2015-12-31",1e+06,"a- 0-49$","1-All","Camp only","Hygiene promotion","WASH","Refugee","Refugee Hygiene Promotion","2","Azraq"
"Zarqa","BASIC NEEDS[1]Basic HH Needs are met","[REF1.2]Provision of NFIs/Vouchers for Replen.(Camps)","UNHCR","Azraq Camp","Azraq","2015-01-01","2015-12-31",3917485,"b- 50-99$","1-All","Camp only","Basic HH Needs are met","BASIC NEEDS","Refugee","Provision of NFIs/Vouchers for Replen.(Cam","2","Azraq"
"Zarqa","PROT[4]Child Protection","[REF4.1]CP Systems Capacity Increased","UNHCR","Azraq Camp","Azraq","2015-01-01","2015-12-31",30000,"No Unit cost","2-No reported target","No reported target","Child Protection","PROTECTION","Refugee","CP Systems Capacity Increased","2","Azraq"
"Zarqa","EDU[2]Quality/Protective Learning Environs.","[REF2.2]Training Edc. Service Providers","OXFAM","Zarqa Governorate",,"2015-01-01","2015-12-31",90000,"e- 500-2000$","7-Adult","Host only","Quality/Protective Learning Environs.","EDUCATION","Refugee","Training Edc. Service Providers","1712","ZARQA"
"Zarqa","EDU[2]Quality/Protective Learning Environs.","[REF2.1] PSS activities","WVI","Zarqa Governorate",,"2015-03-01","2015-12-31",125000,"d- 250-499$","1-All","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee"," PSS activities","1712","ZARQA"
"Zarqa","EDU[1]Access to Inclusive Education","[REF1.2]Cert. Alt/Non-Formal Education","FCA","Liwa Qasabat az Zarqa",,"2015-01-01","2015-12-31",1e+05,"d- 250-499$","1-All","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Cert. Alt/Non-Formal Education","1712","ZARQA"
"Zarqa","WASH[2]Access to Sanitation","[REF2.1]San/Waste Water Collection","UNICEF","Azraq Camp","Azraq","2015-01-01","2015-12-31",1e+06,"a- 0-49$","1-All","Camp only","Access to Sanitation","WASH","Refugee","San/Waste Water Collection","2","Azraq"
"Zarqa","EDU[1]Access to Inclusive Education","[REF1.2]Cert. Alt/Non-Formal Education","Questcope","Zarqa City",,"2015-01-01","2015-12-31",75000,"e- 500-2000$","1-All","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Cert. Alt/Non-Formal Education","1712","ZARQA"
"Zarqa","HLTH[1]Primary Health Care","[REF1.6]Mental Health Services (primary)","UNHCR","Zarqa Governorate",,"2015-01-01","2015-12-31",40089,"c- 100-249$","1-All","Camp only","Primary Health Care","HEALTH","Refugee","Mental Health Services (primary)","1712","ZARQA"
"Zarqa","PROT[1]Refugee Rights Respected","[REF1.3]Access Legal Assistance","UNHCR","Azraq Camp","Azraq","2015-01-01","2015-12-31",50000,"a- 0-49$","1-All","Camp only","Refugee Rights Respected","PROTECTION","Refugee","Access Legal Assistance","2","Azraq"
"Zarqa","BASIC NEEDS[1]Basic HH Needs are met","[REF1.4]Seasonal Assist for Harsh Weather","CARE","Zarqa Governorate",,"2015-01-01","2015-12-31",270494,"b- 50-99$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Seasonal Assist for Harsh Weather","1712","ZARQA"
"Zarqa","WASH[3]Hygiene promotion","[REF3.2]School/Clinic Hygiene Promt.","RI","Zarqa City",,"2015-01-01","2015-12-31",1e+05,"a- 0-49$","1-All","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","School/Clinic Hygiene Promt.","1712","ZARQA"
"Zarqa","WASH[3]Hygiene promotion","[REF3.1]Refugee Hygiene Promotion","ACTED","Azraq Camp","Azraq","2015-01-01","2015-06-30",120000,"a- 0-49$","1-All","Camp only","Hygiene promotion","WASH","Refugee","Refugee Hygiene Promotion","2","Azraq"
"Zarqa","SHLT[2]Urban/Rural Adequate Shelter","[REF2.2]Provision of sealing off kits","UNHCR","Zarqa Governorate",,"2015-01-01","2015-12-31",153090,"b- 50-99$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Provision of sealing off kits","1712","ZARQA"
"Zarqa","WASH[2]Access to Sanitation","[REF2.2]Sewer Networks","WVI","Zarqa Governorate",,"2015-01-01","2015-12-31",5e+05,"c- 100-249$","1-All","Host only","Access to Sanitation","WASH","Refugee","Sewer Networks","1712","ZARQA"
"Zarqa","BASIC NEEDS[1]Basic HH Needs are met","[REF1.3]Cash,Vouchers for most vuln.","NEF","Liwa Qasabat Az Zarqa",,"2015-01-01","2015-12-31",5520000,"c- 100-249$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Cash,Vouchers for most vuln.","1712","ZARQA"
"Zarqa","PROT[3]SGBV Prevention & Response","[REF3.3]Govt and non-govt actors in all sectors are able to provide informed referral and appropriate services to SGBV survivors, and incorporate SGBV risk mitigation strategies in the planning and implementation of their activities","UNHCR","Azraq Camp","Azraq","2015-01-01","2015-12-31",30000,"No Unit cost","2-No reported target","No reported target","SGBV Prevention & Response","PROTECTION","Refugee","Govt and non-govt actors in all sectors ar","2","Azraq"
"Zarqa","HLTH[2]Secondary/Tertiary Care","[REF2.5]Secondary/Tertiary Referrals","Caritas","Zarqa Governorate",,"2015-01-01","2015-12-31",287000,"c- 100-249$","1-All","Host, Urban & Rural","Secondary/Tertiary Care","HEALTH","Refugee","Secondary/Tertiary Referrals","1712","ZARQA"
"Zarqa","EDU[2]Quality/Protective Learning Environs.","[REF2.3]Essential Education Supplies","ActionAid","Zarqa City",,"2015-08-01","2015-09-30",15500,"b- 50-99$","6-Minor only","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee","Essential Education Supplies","1712","ZARQA"
"Zarqa","WASH[2]Access to Sanitation","[REF2.1]San/Waste Water Collection","UNICEF","Azraq Camp","Azraq","2015-01-01","2015-12-31",2e+06,"a- 0-49$","1-All","Camp only","Access to Sanitation","WASH","Refugee","San/Waste Water Collection","2","Azraq"
"Zarqa","PROT[2]Community Empowered; Services to Vuln","[REF2.5]Social Cohesion/Coexistence","PU-AMI","Zarqa Governorate",,"2015-01-01","2015-12-31",812,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Social Cohesion/Coexistence","1712","ZARQA"
"Zarqa","EDU[2]Quality/Protective Learning Environs.","[REF2.1] PSS activities","AVSI","Liwa Qasabah Ar Rusayfa",,"2015-01-01","2015-12-31",20000,"c- 100-249$","6-Minor only","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee"," PSS activities","1712","ZARQA"
"Zarqa","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","SC Jordan","Zarqa Governorate",,"2015-01-01","2015-12-30",16702,"a- 0-49$","1-All","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1712","ZARQA"
"Zarqa","PROT[4]Child Protection","[REF4.4]Specialised Services/Case Mngmt.","UNICEF","Azraq Camp","Azraq","2015-01-01","2015-12-31",645000,"e- 500-2000$","6-Minor only","Camp only","Child Protection","PROTECTION","Refugee","Specialised Services/Case Mngmt.","2","Azraq"
"Zarqa","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","HI","Zarqa Governorate",,"2014-09-01","2015-03-31",90000,"c- 100-249$","1-All","All","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1712","ZARQA"
"Zarqa","BASIC NEEDS[1]Basic HH Needs are met","[REF1.3]Cash,Vouchers for most vuln.","WVI","Zarqa Governorate",,"2015-01-01","2015-12-31",420000,"No Unit cost","2-No reported target","No reported target","Basic HH Needs are met","BASIC NEEDS","Refugee","Cash,Vouchers for most vuln.","1712","ZARQA"
"Zarqa","EDU[1]Access to Inclusive Education","[REF1.1]Formal Educ Prim/Secondary","JEN","Liwa Qasabah Hai Ramzi, Ma’soum, Hai Al Hussein",,"2015-01-01","2015-12-31",71500,"e- 500-2000$","6-Minor only","Host only","Access to Inclusive Education","EDUCATION","Refugee","Formal Educ Prim/Secondary","1712","ZARQA"
"Zarqa","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","Caritas","Zarqa Governorate",,"2015-01-01","2015-12-30",270271.42,"e- 500-2000$","1-All","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1712","ZARQA"
"Zarqa","PROT[2]Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","IMC","Zarqa Governorate",,"2015-01-01","2015-12-31",75240,"c- 100-249$","6-Minor only","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Community Self-Mngmt","1712","ZARQA"
"Zarqa","SHLT[2]Urban/Rural Adequate Shelter","[REF2.1]Upgrading of shelters to adequate standards","LWF","Zarqa City",,"2015-04-01","2015-12-31",3e+05,"c- 100-249$","1-All","Urban & Rural only","Urban/Rural Adequate Shelter","SHELTER","Refugee","Upgrading of shelters to adequate standard","1712","ZARQA"
"Zarqa","EDU[1]Access to Inclusive Education","[REF1.2]Cert. Alt/Non-Formal Education","WarChild UK","Zarqa City",,"2015-02-01","2015-12-31",75000,"e- 500-2000$","1-All","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Cert. Alt/Non-Formal Education","1712","ZARQA"
"Zarqa","HLTH[1]Primary Health Care","[REF1.1]Comm. Disease Mngt / EPI services","UNHCR","Zarqa Governorate",,"2015-01-01","2015-12-31",341047,"a- 0-49$","1-All","Host, Urban & Rural","Primary Health Care","HEALTH","Refugee","Comm. Disease Mngt / EPI services","1712","ZARQA"
"Zarqa","PROT[4]Child Protection","[REF4.3]Community Mechanisms Strength/d","WVI","Zarqa Governorate",,"2015-03-01","2015-12-31",1e+05,"c- 100-249$","7-Adult","Host, Urban & Rural","Child Protection","PROTECTION","Refugee","Community Mechanisms Strength/d","1712","ZARQA"
"Zarqa","HLTH[3]Integrated Community Interventions","[REF3.2]Community Hlth Network","UNHCR","Azraq Camp","Azraq","2015-01-01","2015-12-31",57270,"a- 0-49$","1-All","Camp only","Integrated Community Interventions","HEALTH","Refugee","Community Hlth Network","2","Azraq"
"Zarqa","BASIC NEEDS[1]Basic HH Needs are met","[REF1.3]Cash,Vouchers for most vuln.","OXFAM","Zarqa Governorate",,"2015-01-01","2015-05-31",140603,"c- 100-249$","1-All","Host only","Basic HH Needs are met","BASIC NEEDS","Refugee","Cash,Vouchers for most vuln.","1712","ZARQA"
"Zarqa","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","UNHCR","Zarqa Governorate",,"2015-01-01","2015-12-31",89771,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1712","ZARQA"
"Zarqa","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","TDH","Zarqa Governorate",,"2015-01-01","2015-12-31",6430,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1712","ZARQA"
"Zarqa","PROT[4]Child Protection","[REF4.4]Specialised Services/Case Mngmt.","UNHCR","Zarqa Governorate",,"2015-01-01","2015-12-31",9750,"c- 100-249$","6-Minor only","Urban & Rural only","Child Protection","PROTECTION","Refugee","Specialised Services/Case Mngmt.","1712","ZARQA"
"Zarqa","WASH[2]Access to Sanitation","[REF2.4]SWM facilities in camps","OXFAM","Zarqa Governorate",,"2015-01-01","2015-12-31",1e+05,"a- 0-49$","1-All","Host, Urban & Rural","Access to Sanitation","WASH","Refugee","SWM facilities in camps","1712","ZARQA"
"Zarqa","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","UNICEF","Azraq Camp","Azraq","2015-01-01","2015-12-31",1444512,"b- 50-99$","6-Minor only","Camp only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","2","Azraq"
"Zarqa","BASIC NEEDS[1]Basic HH Needs are met","[REF1.3]Cash,Vouchers for most vuln.","UNHCR","Zarqa Governorate",,"2015-01-01","2015-12-31",4428017,"d- 250-499$","1-All","Urban & Rural only","Basic HH Needs are met","BASIC NEEDS","Refugee","Cash,Vouchers for most vuln.","1712","ZARQA"
"Zarqa","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","TDH","Emirati Jordanian Camp (EJC)","Emirati Jordanian Camp (EJC)","2015-01-01","2015-12-31",8570,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","2","Emirati Jordanian Camp (EJC)"
"Zarqa","HLTH[1]Primary Health Care","[REF1.3]Reproductive Health Services","UNFPA","Azraq Camp","Azraq","2015-01-01","2015-12-31",1e+06,"d- 250-499$","3-Mix","Camp only","Primary Health Care","HEALTH","Refugee","Reproductive Health Services","2","Azraq"
"Zarqa","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","UNFPA","Emirati Jordanian Camp (EJC)","Emirati Jordanian Camp (EJC)","2015-01-01","2015-12-31",28710,"d- 250-499$","1-All","Camp only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","2","Emirati Jordanian Camp (EJC)"
"Zarqa","WASH[3]Hygiene promotion","[REF3.2]School/Clinic Hygiene Promt.","WVI","Zarqa Governorate",,"2015-03-01","2015-12-31",70000,"a- 0-49$","6-Minor only","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","School/Clinic Hygiene Promt.","1712","ZARQA"
"Zarqa","FOOD/LIV[2]Promote Safe/Nutr/Diverse Food","[REF2.1]Nutrition Support & Education","Caritas","Zarqa Governorate",,"2015-01-01","2015-12-31",43220,"c- 100-249$","3-Mix","Host, Urban & Rural","Promote Safe/Nutr/Diverse Food","FOOD/LIVELIHOOD","Refugee","Nutrition Support & Education","1712","ZARQA"
"Zarqa","EDU[2]Quality/Protective Learning Environs.","[REF2.1] PSS activities","FCA","Liwa Qasabat az Zarqa",,"2015-01-01","2015-12-31",35000,"d- 250-499$","1-All","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee"," PSS activities","1712","ZARQA"
"Zarqa","EDU[2]Quality/Protective Learning Environs.","[REF2.1] PSS activities","WVI","Zarqa Governorate",,"2015-04-01","2015-12-31",225000,"d- 250-499$","1-All","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee"," PSS activities","1712","ZARQA"
"Zarqa","EDU[2]Quality/Protective Learning Environs.","[REF2.5]Promotion of Social Cohesion","FCA","Liwa Qasabah Ar Rusayfa",,"2015-01-01","2015-12-31",20000,"c- 100-249$","1-All","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee","Promotion of Social Cohesion","1712","ZARQA"
"Zarqa","EDU[2]Quality/Protective Learning Environs.","[REF2.1] PSS activities","Caritas","Zarqa Governorate",,"2015-01-01","2015-12-30",14528.57,"a- 0-49$","6-Minor only","Urban & Rural only","Quality/Protective Learning Environs.","EDUCATION","Refugee"," PSS activities","1712","ZARQA"
"Zarqa","SHLT[2]Urban/Rural Adequate Shelter","[REF2.1]Upgrading of shelters to adequate standards","PU-AMI","Zarqa Governorate",,"2015-01-01","2015-12-31",89154,"d- 250-499$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Upgrading of shelters to adequate standard","1712","ZARQA"
"Zarqa","WASH[2]Access to Sanitation","[REF2.2]Sewer Networks","UNICEF","Azraq Camp","Azraq","2015-01-01","2015-12-31",2e+06,"a- 0-49$","1-All","Camp only","Access to Sanitation","WASH","Refugee","Sewer Networks","2","Azraq"
"Zarqa","PROT[2]Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","UNHCR","Azraq Camp","Azraq","2015-01-01","2015-12-31",1534859,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Community Self-Mngmt","2","Azraq"
"Zarqa","EDU[1]Access to Inclusive Education","[REF1.4]Pre-Primary Education","SCI","Zarqa Governorate",,"2014-06-01","2015-07-31",128000,"f- >2000$","6-Minor only","Host only","Access to Inclusive Education","EDUCATION","Refugee","Pre-Primary Education","1712","ZARQA"
"Zarqa","SHLT[1]Camps Adequate Shelter & Services","[REF1.1]Improving living conditions in Zaatari and Azraq Camps","UNHCR","Azraq Camp","Azraq","2015-01-01","2015-12-31",24543086,"No Unit cost","2-No reported target","No reported target","Camps Adequate Shelter & Services","SHELTER","Refugee","Improving living conditions in Zaatari and","2","Azraq"
"Zarqa","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","ActionAid","Zarqa City",,"2015-01-01","2015-12-31",3e+05,"e- 500-2000$","8-Women only","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1712","ZARQA"
"Zarqa","PROT[1]Refugee Rights Respected","[REF1.2]Registr & Profiling","UNHCR","Azraq Camp","Azraq","2015-01-01","2015-12-31",1058316,"No Unit cost","2-No reported target","No reported target","Refugee Rights Respected","PROTECTION","Refugee","Registr & Profiling","2","Azraq"
"Zarqa","FOOD/LIV[1]Access to Food","[REF1.2] School Feeding ","WVI","Azraq Camp","Azraq","2015-01-01","2015-12-31",4e+05,"a- 0-49$","6-Minor only","Camp only","Access to Food","FOOD/LIVELIHOOD","Refugee"," School Feeding ","2","Azraq"
"Zarqa","PROT[3]SGBV Prevention & Response","[REF3.1]Community Prevention initiatives","MEDAIR","Zarqa Governorate",,"2015-01-01","2015-12-31",3588,"a- 0-49$","1-All","Host, Urban & Rural","SGBV Prevention & Response","PROTECTION","Refugee","Community Prevention initiatives","1712","ZARQA"
"Zarqa","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","FCA","Liwa ar Rusayfah",,"2015-01-01","2015-12-31",97500,"c- 100-249$","1-All","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1712","ZARQA"
"Zarqa","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","PU-AMI","Zarqa Governorate",,"2015-01-01","2015-12-31",43750,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1712","ZARQA"
"Zarqa","HLTH[1]Primary Health Care","[REF1.6]Mental Health Services (primary)","IMC","Zarqa Governorate",,"2015-01-01","2015-12-31",6000,"No Unit cost","2-No reported target","No reported target","Primary Health Care","HEALTH","Refugee","Mental Health Services (primary)","1712","ZARQA"
"Zarqa","PROT[4]Child Protection","[REF4.1]CP Systems Capacity Increased","TDH","Emirati Jordanian Camp (EJC)","Emirati Jordanian Camp (EJC)","2015-01-01","2015-12-31",3000,"No Unit cost","2-No reported target","No reported target","Child Protection","PROTECTION","Refugee","CP Systems Capacity Increased","2","Emirati Jordanian Camp (EJC)"
"Zarqa","WASH[2]Access to Sanitation","[REF2.1]San/Waste Water Collection","UNICEF","Azraq Camp","Azraq","2015-01-01","2015-12-31",5e+06,"b- 50-99$","1-All","Camp only","Access to Sanitation","WASH","Refugee","San/Waste Water Collection","2","Azraq"
"Zarqa","SHLT[1]Camps Adequate Shelter & Services","[REF1.6]Post occupancy evaluation of shelters","UNHCR","Azraq Camp","Azraq","2015-01-01","2015-01-31",12500,"No Unit cost","2-No reported target","No reported target","Camps Adequate Shelter & Services","SHELTER","Refugee","Post occupancy evaluation of shelters","2","Azraq"
"Zarqa","EDU[2]Quality/Protective Learning Environs.","[REF2.1] PSS activities","FCA","Azraq Camp","Azraq","2015-01-01","2015-12-31",2e+05,"d- 250-499$","1-All","Camp only","Quality/Protective Learning Environs.","EDUCATION","Refugee"," PSS activities","2","Azraq"
"Zarqa","EDU[2]Quality/Protective Learning Environs.","[REF2.3]Essential Education Supplies","UNHCR","Zarqa Governorate",,"2015-09-01","2015-10-31",115834,"b- 50-99$","6-Minor only","Urban & Rural only","Quality/Protective Learning Environs.","EDUCATION","Refugee","Essential Education Supplies","1712","ZARQA"
"Zarqa","WASH[1]Access to Safe Water","[REF1.3]Water in School/Clinics","RI","Zarqa City",,"2015-01-01","2015-12-31",50000,"a- 0-49$","1-All","Host, Urban & Rural","Access to Safe Water","WASH","Refugee","Water in School/Clinics","1712","ZARQA"
"Zarqa","SHLT[1]Camps Adequate Shelter & Services","[REF1.2]Design development in Azraq and Zaatari","UNHCR","Azraq Camp","Azraq","2015-01-01","2015-01-31",132785,"a- 0-49$","1-All","Camp only","Camps Adequate Shelter & Services","SHELTER","Refugee","Design development in Azraq and Zaatari","2","Azraq"
"Zarqa","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","CARE","Zarqa Governorate",,"2015-01-01","2015-12-31",0,"No Unit cost","1-All","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1712","ZARQA"
"Zarqa","WASH[3]Hygiene promotion","[REF3.1]Refugee Hygiene Promotion","Caritas","Zarqa Governorate",,"2015-01-01","2015-12-31",8500,"a- 0-49$","1-All","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","Refugee Hygiene Promotion","1712","ZARQA"
"Zarqa","HLTH[3]Integrated Community Interventions","[REF3.2]Community Hlth Network","PU-AMI","Zarqa Governorate",,"2015-01-01","2015-12-31",54000,"e- 500-2000$","7-Adult","Host, Urban & Rural","Integrated Community Interventions","HEALTH","Refugee","Community Hlth Network","1712","ZARQA"
"Zarqa","PROT[4]Child Protection","[REF4.4]Specialised Services/Case Mngmt.","UNHCR","Emirati Jordanian Camp (EJC)","Emirati Jordanian Camp (EJC)","2015-01-01","2015-12-31",10000,"c- 100-249$","6-Minor only","Camp only","Child Protection","PROTECTION","Refugee","Specialised Services/Case Mngmt.","2","Emirati Jordanian Camp (EJC)"
"Zarqa","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","Caritas","Zarqa Governorate",,"2015-01-01","2015-12-31",1006,"a- 0-49$","1-All","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1712","ZARQA"
"Zarqa","HLTH[3]Integrated Community Interventions","[REF3.1]Community Health Teams","PU-AMI","Zarqa Governorate",,"2015-01-01","2015-12-31",36000,"e- 500-2000$","7-Adult","Host, Urban & Rural","Integrated Community Interventions","HEALTH","Refugee","Community Health Teams","1712","ZARQA"
"Zarqa","HLTH[1]Primary Health Care","[REF1.3]Reproductive Health Services","IMC","Zarqa Governorate",,"2015-01-01","2015-12-31",1250,"a- 0-49$","3-Mix","Urban & Rural only","Primary Health Care","HEALTH","Refugee","Reproductive Health Services","1712","ZARQA"
"Zarqa","EDU[2]Quality/Protective Learning Environs.","[REF2.4]Improved Public Learning Spaces","SCI","Zarqa Governorate",,"2014-06-01","2015-07-31",35680,"e- 500-2000$","6-Minor only","Host only","Quality/Protective Learning Environs.","EDUCATION","Refugee","Improved Public Learning Spaces","1712","ZARQA"
"Zarqa","HLTH[3]Integrated Community Interventions","[REF3.1]Community Health Teams","UNHCR","Zarqa Governorate",,"2015-01-01","2015-12-31",92205,"a- 0-49$","1-All","Host, Urban & Rural","Integrated Community Interventions","HEALTH","Refugee","Community Health Teams","1712","ZARQA"
"Zarqa","BASIC NEEDS[1]Basic HH Needs are met","[REF1.4]Seasonal Assist for Harsh Weather","OXFAM","Zarqa Governorate",,"2015-01-01","2015-12-31",1581921,"c- 100-249$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Seasonal Assist for Harsh Weather","1712","ZARQA"
